"318","沙丁鱼",,NULL,
"319","鮸鱼","鳘鱼",NULL,
"320","石斑鱼",,NULL,
"321","虱目鱼",,NULL,
"322","华子鱼",,NULL,
"323","跳跳鱼","弹涂鱼",NULL,
"324","鱼丸","鱼蛋",NULL,
"325","鱼籽",,NULL,
"326","鱿鱼",,NULL,
"327","墨鱼","墨斗鱼;乌贼",NULL,
"328","海参","刺参",NULL,
"329","海蜇",,NULL,
"330","甲鱼","鳖;水鱼;王八",NULL,
"331","木鱼花",,NULL,
"332","金枪鱼罐头",,NULL,
"333","蟹柳",,NULL,
"334","鱼干",,NULL,
"335","鱼肉松",,NULL,
"336","干鱿鱼",,NULL,
"337","海胆",,NULL,
"338","海兔",,NULL,
"339","鱼板",,NULL,
"340","鱼饼",,NULL,
"341","大米","稻米",NULL,
"342","糙米",,NULL,
"343","米饭","白米饭;白饭",NULL,
"344","糯米","江米",NULL,
"345","年糕","粘糕;米糕",NULL,
"346","香米",,NULL,
"347","糯米粉",,NULL,
"348","饵块",,NULL,
"349","粳米",,NULL,
"350","籼米",,NULL,
"351","面粉","小麦粉",NULL,
"352","高筋面粉","高筋小麦粉",NULL,
"353","低筋面粉","低筋粉",NULL,
"354","中筋面粉",,NULL,
"355","玉米面","包米面;包谷面;苞米面",NULL,
"356","全麦粉","全麦面粉",NULL,
"357","小麦面粉","粉",NULL,
"358","面条",,NULL,
"359","挂面",,NULL,
"360","意大利面","意大利面条;意面",NULL,
"361","油条",,NULL,
"362","吐司",,NULL,
"363","小米",,NULL,
"364","黑米",,NULL,
"365","紫米",,NULL,
"366","薏米","薏仁米;薏苡仁;薏仁",NULL,
"367","燕麦片","麦片",NULL,
"368","大麦",,NULL,
"369","荞麦","苦荞",NULL,
"370","黄米",,NULL,
"371","高粱米",,NULL,
"372","小米面",,NULL,
"373","荞麦粉",,NULL,
"374","黄米面",,NULL,
"375","菰米",,NULL,
"376","玉米粒","苞米",NULL,
"377","玉米","包米;包谷;苞米",NULL,
"378","西米",,NULL,
"379","粉丝","粉条",NULL,
"380","魔芋",,NULL,
"381","籼米粉",,NULL,
"382","米粉","米糊",NULL,
"383","奶油","乳酪",NULL,
"384","奶酪","干酪;乳酪;芝士",NULL,
"385","牛奶",,NULL,
"386","黄油",,NULL,
"387","酸奶","酸牛奶",NULL,
"388","豌豆",,NULL,
"389","豇豆","豆角",NULL,
"390","黄豆","豆子;大豆",NULL,
"391","红豆","红豆豆;赤豆;相思豆",NULL,
"392","荷兰豆",,NULL,
"393","毛豆","大豆",NULL,
"394","绿豆",,NULL,
"395","蚕豆","胡豆",NULL,
"396","豆腐",,NULL,
"397","南豆腐",,NULL,
"398","北豆腐",,NULL,
"399","冻豆腐",,NULL,
"400","腐竹",,NULL,
"401","千张",,NULL,
"402","豆浆","豆奶",NULL,
"403","香干","豆腐干",NULL,
"404","红腰豆",,NULL,
"405","油豆腐",,NULL,
"406","素鸡",,NULL,
"407","豆腐脑",,NULL,
"408","黑豆","黑大豆",NULL,
"409","芸豆","菜豆;扁豆;四季豆",NULL,
"410","油豆皮","油豆腐皮",NULL,
"411","鸡蛋",,NULL,
"412","鸭蛋",,NULL,
"413","鹌鹑蛋",,NULL,
"414","皮蛋","松花蛋",NULL,
"415","卤蛋","卤鸡蛋",NULL,
"416","鹅蛋",,NULL,
"417","咸蛋黄",,NULL,
"418","蛋清","蛋白",NULL,
"419","鸡蛋液",,NULL,
"420","牛至",,NULL,
"421","茴香",,NULL,
"422","罗勒",,NULL,
"423","薄荷",,NULL,
"424","姜",,NULL,
"425","咖喱粉",,NULL,
"426","芥末",,NULL,
"427","迷迭香",,NULL,
"428","胡椒粉",,NULL,
"429","蒜",,NULL,
"430","鸡精",,NULL,
"431","花椒","麻椒",NULL,
"432","生姜","姜片;大姜",NULL,
"433","八角","大料",NULL,
"434","辣椒粉",,NULL,
"435","味精",,NULL,
"436","五香粉",,NULL,
"437","辣椒油","海椒油;辣子油",NULL,
"438","鸡粉",,NULL,
"439","老干妈",,NULL,
"440","海鲜酱",,NULL,
"441","牛肉酱",,NULL,
"442","花生酱",,NULL,
"443","橄榄油",,NULL,
"444","菜籽油","菜油",NULL,
"445","色拉油","沙拉油",NULL,
"446","油",,NULL,
"447","玉米油",,NULL,
"448","香油","芝麻油;麻油",NULL,
"449","蚝油",,NULL,
"450","白砂糖","白白糖",NULL,
"451","绵白糖","绵砂糖",NULL,
"452","红糖",,NULL,
"453","糖粉",,NULL,
"454","细砂糖",,NULL,
